,concept_name,count,count_emotion,count_sadness,count_joy,count_fear,count_anger,count_surprise,count_disgust,count_trust,count_anticipation,count_confusion,count_denial
1573,metabolic aspects,1.0,,,,,,,,,,,
1574,Shoulder Injuries,1.0,,,,,,,,,,,
1575,Lengthened (qualifier value),1.0,1.0,,,1.0,,,,,,,
1576,Prolonged,1.0,,,,,,,,,,,
1577,Prolonged Release Mechanism of Action,1.0,,,,,,,,,,,
1578,Tooth Infection,1.0,2.0,1.0,,1.0,,,,,,,
1579,"Tooth Infection, CTCAE",1.0,2.0,1.0,,1.0,,,,,,,
1580,Bursitis of hip,1.0,,,,,,,,,,,
1581,Infestation by Phthirus pubis,1.0,1.0,,,,,,,,1.0,,
1582,Virgin,1.0,1.0,,,1.0,,,,,,,
1583,MAJOR AFFECTIVE DISORDER 1,1.0,,,,,,,,,,,
1584,MAJOR AFFECTIVE DISORDER 2,1.0,,,,,,,,,,,
1585,MAJOR AFFECTIVE DISORDER 4,1.0,,,,,,,,,,,
1586,MAJOR AFFECTIVE DISORDER 6,1.0,,,,,,,,,,,
1587,MAJOR AFFECTIVE DISORDER 7,1.0,,,,,,,,,,,
1588,MAJOR AFFECTIVE DISORDER 8,1.0,,,,,,,,,,,
1589,MAJOR AFFECTIVE DISORDER 9,1.0,,,,,,,,,,,
1590,Yeast infection,2.0,1.0,1.0,,,,,,,,,
1591,Erectile dysfunction,1.0,,,,,,,,,,,
1592,Drugs - dental services,1.0,3.0,1.0,,,,,,,,,2.0
1593,Cholecystolithiasis,1.0,1.0,1.0,,,,,,,,,
1594,Cholelithiasis,1.0,1.0,1.0,,,,,,,,,
1595,"Nails, Ingrown",1.0,3.0,1.0,1.0,,,,1.0,,,,
1596,Abdominal Cramps,1.0,1.0,,,,,,,,,,1.0
1597,during running,1.0,1.0,,,,,,,,,,1.0
1598,Bariatric Surgery,1.0,2.0,,,,,,1.0,,,1.0,
1599,Right breast,1.0,1.0,,,,,,,,,1.0,
1600,Clip,1.0,3.0,,,1.0,1.0,,,,,1.0,
1601,Scab,1.0,3.0,1.0,,1.0,,,,,,1.0,
1602,Conduct Disorder,1.0,,,,,,,,,,,
1603,Belly of skeletal muscle,1.0,1.0,,,,,,,,,1.0,
1604,Button,1.0,,,,,,,,,,,
1605,"Rectal Pain, CTCAE 5.0",1.0,4.0,1.0,,1.0,,,,,1.0,1.0,
1606,Rectal pain,1.0,4.0,1.0,,1.0,,,,,1.0,1.0,
1607,Medical care,1.0,1.0,,,,,,,,,,1.0
1608,Loose,2.0,5.0,,,1.0,,1.0,1.0,,,1.0,1.0
1609,Collagen Diseases,1.0,,,,,,,,,,,
1610,Connective Tissue Diseases,1.0,,,,,,,,,,,
1611,Dry cough,1.0,2.0,1.0,,,,,,,,,1.0
1612,Have Shortness of Breath question,2.0,4.0,2.0,,1.0,,,,,,,1.0
1613,How Much Distress Shortness of Breath,2.0,4.0,2.0,,1.0,,,,,,,1.0
1614,How Often Shortness of Breath,2.0,4.0,2.0,,1.0,,,,,,,1.0
1615,Shortness of Breath Visual Analogue Scale,2.0,4.0,2.0,,1.0,,,,,,,1.0
1616,Shortness of breath:-:Point in time:^Patient:-,2.0,4.0,2.0,,1.0,,,,,,,1.0
1617,Usual Severity Shortness of Breath,2.0,4.0,2.0,,1.0,,,,,,,1.0
1618,"Antibodies, Antinuclear",1.0,4.0,1.0,,,,,1.0,,,1.0,1.0
1619,"Deafness, Sensorineural, And Male Infertility",1.0,4.0,1.0,,,,,1.0,,,1.0,1.0
1620,Anti-nuclear antibody measurement,1.0,4.0,1.0,,,,,1.0,,,1.0,1.0
1621,Association Class,1.0,4.0,1.0,,,,,1.0,,,1.0,1.0
1622,Chemical Association,1.0,4.0,1.0,,,,,1.0,,,1.0,1.0
1623,Diagnostic interview schedule,1.0,4.0,1.0,,,,,1.0,,,1.0,1.0
1624,Mental association,1.0,4.0,1.0,,,,,1.0,,,1.0,1.0
1625,NCI Thesaurus Association,1.0,4.0,1.0,,,,,1.0,,,1.0,1.0
1626,Of Each,1.0,4.0,1.0,,,,,1.0,,,1.0,1.0
1627,Relationship by association,1.0,4.0,1.0,,,,,1.0,,,1.0,1.0
1628,Relationships,1.0,7.0,2.0,,1.0,,,1.0,,,1.0,2.0
1629,ethanol,1.0,2.0,,,,,,,1.0,,,1.0
1630,Alcohols,1.0,2.0,,,,,,,1.0,,,1.0
1631,Acceptable,1.0,1.0,,,,,,,,,,1.0
1632,Acceptable (foundation metadata concept),1.0,1.0,,,,,,,,,,1.0
1633,Alcohol - Recreational Drug Use Code,1.0,2.0,,,,,,,1.0,,,1.0
1634,Ethanol measurement,1.0,2.0,,,,,,,1.0,,,1.0
1635,Condition,1.0,3.0,,,2.0,,,,,,1.0,
1636,Condition Domain,1.0,3.0,,,2.0,,,,,,1.0,
1637,Condition:Find:Pt:^Patient:Nom,1.0,3.0,,,2.0,,,,,,1.0,
1638,Logical Condition,1.0,3.0,,,2.0,,,,,,1.0,
1639,Possible diagnosis,4.0,9.0,2.0,,2.0,1.0,,,,,3.0,1.0
1640,Undiagnosed,1.0,1.0,,,1.0,,,,,,,
1641,Entire tooth,1.0,3.0,,,2.0,,,,,,,1.0
1642,Specimen Type - Abscess,1.0,,,,,,,,,,,
1643,Tooth structure,2.0,3.0,,,2.0,,,,,,,1.0
1644,Biopsy,1.0,1.0,,,1.0,,,,,,,
1645,Consent Type - biopsy,1.0,1.0,,,1.0,,,,,,,
1646,Specimen Source Codes - Biopsy,1.0,1.0,,,1.0,,,,,,,
1647,biopsy characteristics,1.0,1.0,,,1.0,,,,,,,
1648,"Loss, Grief, and Bereavement",1.0,2.0,1.0,,,1.0,,,,,,
1649,Activities,1.0,,,,,,,,,,,
1650,Household composition,1.0,,,,,,,,,,,
1651,Complication (attribute),1.0,2.0,1.0,,,1.0,,,,,,
1652,sinus surgery,1.0,2.0,1.0,,,1.0,,,,,,
1653,Influenza,3.0,7.0,,1.0,5.0,,,,,1.0,,
1654,Beginning,1.0,2.0,,,1.0,,,,,1.0,,
1655,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME",3.0,3.0,1.0,,1.0,,,1.0,,,,
1656,Off,1.0,,,,,,,,,,,
1657,Cervix Uteri,1.0,1.0,,,,,,,,,1.0,
1658,Cervix Specimen,1.0,1.0,,,,,,,,,1.0,
1659,Cervix Specimen Code,1.0,1.0,,,,,,,,,1.0,
1660,Front of neck,1.0,1.0,,,,,,,,,1.0,
1661,Millon Clinical Multiaxial Inventory,1.0,1.0,1.0,,,,,,,,,
1662,III (suffix),1.0,2.0,2.0,,,,,,,,,
1663,Roman Numeral III,1.0,1.0,1.0,,,,,,,,,
1664,Stage III Cervical Cancer AJCC v8,1.0,1.0,1.0,,,,,,,,,
1665,Stage III Hepatocellular Carcinoma AJCC v8,1.0,1.0,1.0,,,,,,,,,
1666,Stage III Thyroid Gland Papillary Carcinoma AJCC v8,1.0,1.0,1.0,,,,,,,,,
1667,per day,1.0,1.0,,,,,,,,,,1.0
1668,Salmonella food poisoning,1.0,1.0,,,1.0,,,,,,,
1669,Low Back Pain,2.0,6.0,3.0,,1.0,,,1.0,,,,1.0
1670,Sharp sensation quality,2.0,4.0,,,3.0,,,,,,,1.0
1671,Correlation,1.0,,,,,,,,,,,
1672,Intermediate,1.0,1.0,,,,,,,,1.0,,
1673,Blister Pack - device,1.0,,,,,,,,,,,
1674,Blister of skin AND/OR mucosa,1.0,,,,,,,,,,,
1675,Skin Vesicle,1.0,,,,,,,,,,,
1676,Specimen Source Codes - Blister,1.0,,,,,,,,,,,
1677,whitlow,1.0,,,,,,,,,,,
1678,Smoker,1.0,1.0,,,,1.0,,,,,,
1679,Current Smoker,1.0,1.0,,,,1.0,,,,,,
1680,Environmental Tobacco Smoke,1.0,2.0,,,,,,1.0,,,,1.0
1681,rights,1.0,1.0,,,,1.0,,,,,,
1682,metronidazole,1.0,3.0,,,,,,1.0,,,1.0,1.0
1683,Dyscalculia,1.0,1.0,,,1.0,,,,,,,
1684,Developmental arithmetic disorder,1.0,1.0,,,1.0,,,,,,,
1685,weight problem,1.0,,,,,,,,,,,
1686,Medicine,3.0,3.0,,,,,,,,,1.0,2.0
1687,Gastric ulcer,1.0,2.0,1.0,,,,,,,,1.0,
1688,Left eye structure,1.0,1.0,,,1.0,,,,,,,
1689,Table Cell Vertical Align - top,2.0,4.0,2.0,,,,,,,1.0,1.0,
1690,Top (position),2.0,4.0,2.0,,,,,,,1.0,1.0,
1691,Topical Dosage Form,2.0,4.0,2.0,,,,,,,1.0,1.0,
1692,Topical Route of Drug Administration,2.0,4.0,2.0,,,,,,,1.0,1.0,
1693,Nervous system problem,1.0,,,,,,,,,,,
1694,Infantile Colic,1.0,,,,,,,,,,,
1695,Abdominal colic,1.0,,,,,,,,,,,
1696,Moderately bad,1.0,2.0,,,,1.0,1.0,,,,,
1697,Alternative,1.0,1.0,,,,,,,,,1.0,
1698,Skin irritation,1.0,1.0,,,,,,1.0,,,,
1699,HIV Seroconversion,1.0,,,,,,,,,,,
1700,Analgesics,3.0,1.0,,1.0,,,,,,,,
1701,Pulpotomy,1.0,1.0,,,1.0,,,,,,,
1702,Tinnitus,1.0,3.0,1.0,,1.0,,,,,,1.0,
1703,"Tinnitus, CTCAE 3.0",1.0,3.0,1.0,,1.0,,,,,,1.0,
1704,"Tinnitus, CTCAE 5.0",1.0,3.0,1.0,,1.0,,,,,,1.0,
1705,Colon Carcinoma,1.0,,,,,,,,,,,
1706,Malignant tumor of colon,1.0,,,,,,,,,,,
1707,Contusions,1.0,3.0,,,2.0,1.0,,,,,,
1708,Easy,1.0,1.0,,,1.0,,,,,,,
1709,Skin Bruise,1.0,1.0,,,1.0,,,,,,,
1710,Bacteremia,1.0,3.0,,,1.0,,,1.0,,,1.0,
1711,Septicemia,1.0,3.0,,,1.0,,,1.0,,,1.0,
1712,Septic Toxemia,1.0,3.0,,,1.0,,,1.0,,,1.0,
1713,Body Site Modifier - Lower,1.0,3.0,1.0,,,,,1.0,,1.0,,
1714,Lower (action),1.0,3.0,1.0,,,,,1.0,,1.0,,
1715,Lower - spatial qualifier,1.0,3.0,1.0,,,,,1.0,,1.0,,
1716,Severing,1.0,5.0,1.0,,1.0,,,1.0,,1.0,1.0,
1717,gas in stomach,1.0,1.0,1.0,,,,,,,,,
1718,Sinus headache,1.0,,,,,,,,,,,
1719,School nurse,1.0,1.0,,,,1.0,,,,,,
1720,Blighted ovum,1.0,2.0,1.0,,,1.0,,,,,,
1721,Obsessions,1.0,,,,,,,,,,,
1722,Perineoplasty,1.0,,,,,,,,,,,
1723,Sexual assault,1.0,1.0,,,,1.0,,,,,,
1724,"Energy, Physics",1.0,2.0,1.0,,1.0,,,,,,,
1725,Overall Energy Level,1.0,2.0,1.0,,1.0,,,,,,,
1726,Vitality,1.0,2.0,1.0,,1.0,,,,,,,
1727,Hand,2.0,3.0,,,1.0,,,1.0,,,1.0,
1728,DSM-IV,1.0,,,,,,,,,,,
1729,Rest,1.0,1.0,,,1.0,,,,,,,
1730,Entire face,1.0,3.0,,,3.0,,,,,,,
1731,"FANCONI ANEMIA, COMPLEMENTATION GROUP E",1.0,3.0,,,3.0,,,,,,,
1732,Face (spatial concept),1.0,3.0,,,3.0,,,,,,,
1733,Lighter device,1.0,1.0,,,1.0,,,,,,,
1734,Shade,1.0,1.0,,,1.0,,,,,,,
1735,calcium,1.0,,,,,,,,,,,
1736,CALCIUM SUPPLEMENTS,1.0,,,,,,,,,,,
1737,Calcium Drug Class,1.0,,,,,,,,,,,
1738,Calcium [EPC],1.0,,,,,,,,,,,
1739,Calcium measurement,1.0,,,,,,,,,,,
1740,Mitral Valve Stenosis,1.0,3.0,1.0,,1.0,,,,,1.0,,
1741,Replacement of mitral valve (procedure),1.0,2.0,1.0,,1.0,,,,,,,
1742,Rheumatic mitral stenosis,1.0,3.0,1.0,,1.0,,,,,1.0,,
1743,Avitaminosis,1.0,,,,,,,,,,,
1744,Vitamin Deficiency,1.0,,,,,,,,,,,
1745,Disorder of cellular component of blood,1.0,,,,,,,,,,,
1746,Needle Shape,1.0,3.0,1.0,,2.0,,,,,,,
1747,Needle device,1.0,4.0,1.0,,2.0,,,1.0,,,,
1748,Specimen Source Codes - Needle,1.0,3.0,1.0,,2.0,,,,,,,
1749,Alveolar rhabdomyosarcoma,1.0,2.0,1.0,,1.0,,,,,,,
1750,Area,2.0,4.0,2.0,,1.0,,,,,1.0,,
1751,Recovery - healing process,2.0,3.0,,2.0,,,,,,1.0,,
1752,weight loss pregnancy,1.0,1.0,,,1.0,,,,,,,
1753,Blood glucose testing kit,1.0,2.0,,,1.0,,,,,,1.0,
1754,Males,1.0,3.0,1.0,1.0,,1.0,,,,,,
1755,"Male Gender, Self Report",1.0,2.0,1.0,,,1.0,,,,,,
1756,Male Phenotype,1.0,2.0,1.0,,,1.0,,,,,,
1757,"Male, Self-Reported",1.0,2.0,1.0,,,1.0,,,,,,
1758,moodiness,1.0,2.0,1.0,,,1.0,,,,,,
1759,Contraction (finding),2.0,1.0,,,1.0,,,,,,,
1760,Cutaneous hypersensitivity,1.0,1.0,1.0,,,,,,,,,
1761,"herpesvirus 1, human",1.0,2.0,1.0,,,,,,,,,1.0
1762,Herpes,2.0,3.0,1.0,,,,,1.0,,,,1.0
1763,Concentrate (activity),1.0,5.0,1.0,,1.0,,1.0,1.0,,,1.0,
1764,Concentrate Dosage Form,1.0,5.0,1.0,,1.0,,1.0,1.0,,,1.0,
1765,Concentrated Solution Dosage Form Category,1.0,5.0,1.0,,1.0,,1.0,1.0,,,1.0,
1766,Dialysate Concentrate,1.0,5.0,1.0,,1.0,,1.0,1.0,,,1.0,
1767,Mental concentration,1.0,5.0,1.0,,1.0,,1.0,1.0,,,1.0,
1768,Depo-Provera,1.0,1.0,1.0,,,,,,,,,
1769,Breast Carcinoma,1.0,6.0,3.0,,2.0,,,,,,,1.0
1770,Malignant neoplasm of breast,1.0,6.0,3.0,,2.0,,,,,,,1.0
1771,Childhood Breast Carcinoma,1.0,6.0,3.0,,2.0,,,,,,,1.0
1772,Structure of achilles tendon,1.0,,,,,,,,,,,
1773,Possible,2.0,8.0,2.0,,2.0,1.0,,,,,2.0,1.0
1774,Possibly Related to Intervention,2.0,8.0,2.0,,2.0,1.0,,,,,2.0,1.0
1775,Sunburn,1.0,2.0,1.0,,,,,1.0,,,,
1776,Localized desquamation,1.0,,,,,,,,,,,
1777,Peeling - action,1.0,,,,,,,,,,,
1778,Peeling of skin,1.0,,,,,,,,,,,
1779,Solar Erythema,1.0,2.0,1.0,,,,,1.0,,,,
1780,Stripping (procedure),1.0,,,,,,,,,,,
1781,Varicosity,1.0,,,,,,,,,,,
1782,Psychiatric problem,1.0,1.0,,,,1.0,,,,,,
1783,Borderline,1.0,1.0,1.0,,,,,,,,,
1784,Osteochondrosis,1.0,2.0,,,1.0,,,,,,1.0,
1785,Juvenile osteochondrosis of tibial tubercle,1.0,2.0,,,1.0,,,,,,1.0,
1786,Osteochondritis juvenilis,1.0,2.0,,,1.0,,,,,,1.0,
1787,Heart murmur,1.0,,,,,,,,,,,
1788,Chronic pain,1.0,1.0,1.0,,,,,,,,,
1789,Different,1.0,4.0,,,1.0,1.0,,1.0,,,1.0,
1790,Both lower legs,1.0,,,,,,,,,,,
1791,Congestive heart failure,1.0,,,,,,,,,,,
1792,Causalgia,1.0,1.0,1.0,,,,,,,,,
1793,Reflex Sympathetic Dystrophy,1.0,,,,,,,,,,,
1794,Complex Regional Pain Syndromes,1.0,,,,,,,,,,,
1795,Insurance,1.0,4.0,3.0,,,1.0,,,,,,
1796,Clinical Trial Insurance Documentation,1.0,4.0,3.0,,,1.0,,,,,,
1797,Direct (qualifier),1.0,1.0,1.0,,,,,,,,,
1798,Extreme,1.0,4.0,1.0,,1.0,1.0,,1.0,,,,
1799,Extreme Response,1.0,4.0,1.0,,1.0,1.0,,1.0,,,,
1800,Extremely Agree,1.0,4.0,1.0,,1.0,1.0,,1.0,,,,
1801,"Hallucinations, CTCAE",2.0,4.0,,,3.0,,,,,1.0,,
1802,Hyperkinesia,2.0,3.0,,,1.0,,1.0,,,1.0,,
1803,Acute depression,1.0,,,,,,,,,,,
1804,Help document,1.0,1.0,,,,1.0,,,,,,
1805,Hyperacusis,1.0,,,,,,,,,,,
1806,Profile (lab procedure),1.0,,,,,,,,,,,
1807,Profiling (action),1.0,,,,,,,,,,,
1808,Chronic constipation,1.0,2.0,1.0,,,,,1.0,,,,
1809,Thyroid Nodule,1.0,2.0,1.0,,1.0,,,,,,,
1810,Premature Ejaculation,1.0,1.0,,,,,,,,1.0,,
1811,Biological Response Modifiers,1.0,1.0,,,,,,,,1.0,,
1812,Immunotherapy,1.0,1.0,,,,,,,,1.0,,
1813,Laryngitis,1.0,2.0,,,1.0,,,,,1.0,,
1814,Acute laryngitis,1.0,2.0,,,1.0,,,,,1.0,,
1815,"Laryngitis, CTCAE",1.0,2.0,,,1.0,,,,,1.0,,
1816,Diabetic Neuropathies,1.0,1.0,1.0,,,,,,,,,
1817,Employee,1.0,1.0,,,,,1.0,,,,,
1818,Workers,1.0,1.0,,,,,1.0,,,,,
1819,Employee - Confidentiality code,1.0,1.0,,,,,1.0,,,,,
1820,Employee - Institution Relationship Type,1.0,1.0,,,,,1.0,,,,,
1821,Employee - Patients Relationship to Insured,1.0,1.0,,,,,1.0,,,,,
1822,Relationship - Employee,1.0,1.0,,,,,1.0,,,,,
1823,Whiplash Injuries,1.0,,,,,,,,,,,
1824,thyroid (USP),1.0,,,,,,,,,,,
1825,Thyroid Gland,1.0,,,,,,,,,,,
1826,Thyroid Diseases,1.0,,,,,,,,,,,
1827,Lesion,1.0,,,,,,,,,,,
1828,Specimen Source Codes - Lesion,1.0,,,,,,,,,,,
1829,Maybe,1.0,,,,,,,,,,,
1830,abdominal spasm,1.0,1.0,1.0,,,,,,,,,
1831,cisplatin,1.0,1.0,,,,,,,,,1.0,
1832,Camurati-Engelmann Syndrome,1.0,1.0,,,,,,,,,1.0,
1833,Pervasive Development Disorder,1.0,1.0,,,,,,,,,1.0,
1834,General Anesthetic [EPC],1.0,,,,,,,,,,,
1835,General anesthetic drugs,1.0,,,,,,,,,,,
1836,Coitus,1.0,5.0,1.0,,,,1.0,,,2.0,1.0,
1837,Sexual intercourse - finding,1.0,5.0,1.0,,,,1.0,,,2.0,1.0,
1838,Agoraphobia,1.0,,,,,,,,,,,
1839,Ovarian,1.0,2.0,,,1.0,,,,,,1.0,
1840,Disability Assessment for Dementia Questionnaire,1.0,6.0,1.0,,2.0,1.0,,,,1.0,,1.0
1841,"Hand, Foot and Mouth Disease",1.0,1.0,,,,,,,,,1.0,
1842,Liquid (finding),1.0,,,,,,,,,,,
1843,Liquid (state of matter),1.0,,,,,,,,,,,
1844,Liquid Dosage Form,1.0,,,,,,,,,,,
1845,Liquid Dose Form Category,1.0,,,,,,,,,,,
1846,Liquid diet,1.0,,,,,,,,,,,
1847,Center of town,1.0,,,,,,,,,,,
1848,Central,1.0,,,,,,,,,,,
1849,center - Table Cell Horizontal Alignment,1.0,,,,,,,,,,,
1850,"Hydatidiform Mole, Invasive",1.0,1.0,,,1.0,,,,,,,
1851,Pain Relief brand of acetaminophen,1.0,1.0,1.0,,,,,,,,,
1852,Pain relief,1.0,1.0,1.0,,,,,,,,,
1853,Antidepressive Agents,1.0,1.0,,,,,,,,,1.0,
1854,Antidepressant Measurement,1.0,1.0,,,,,,,,,1.0,
1855,"Poisoning by, adverse effect of and underdosing of other antidepressants",1.0,1.0,,,,,,,,,1.0,
1856,Palatine Tonsil,3.0,4.0,1.0,,1.0,,1.0,1.0,,,,
1857,Tonsil,3.0,4.0,1.0,,1.0,,1.0,1.0,,,,
1858,African American,2.0,3.0,,,2.0,,,,,,1.0,
1859,African race,2.0,3.0,,,2.0,,,,,,1.0,
1860,Black - Structured Product Labeling Color,2.0,3.0,,,2.0,,,,,,1.0,
1861,Black color,2.0,3.0,,,2.0,,,,,,1.0,
1862,Black race,2.0,3.0,,,2.0,,,,,,1.0,
1863,ovarian neoplasm,1.0,4.0,1.0,,1.0,,,,,,1.0,1.0
1864,Tachycardia,3.0,1.0,,,,,,,,,,1.0
1865,Pitting edema,1.0,,,,,,,,,,,
1866,Carcinoma in Situ,1.0,,,,,,,,,,,
1867,Peanuts - dietary,1.0,,,,,,,,,,,
1868,Form:Finding:Point in time:{Setting}:Document:{Role},1.0,3.0,,,1.0,,,,,1.0,1.0,
1869,Formation,1.0,3.0,,,1.0,,,,,1.0,1.0,
1870,Manufactured form,1.0,3.0,,,1.0,,,,,1.0,1.0,
1871,Qualitative form,2.0,3.0,,,1.0,,,,,1.0,1.0,
1872,best (quality),1.0,2.0,1.0,,,,,,,1.0,,
1873,Abnormal Involuntary Movement Scale Questionnaire,1.0,,,,,,,,,,,
1874,Aim (idea),1.0,,,,,,,,,,,
1875,Aspirations (Psychology),1.0,3.0,,,,,,,,1.0,1.0,1.0
1876,Sesamoid Bones,1.0,2.0,,,1.0,,,,,,,1.0
1877,Irritation,2.0,2.0,1.0,,,,,,,,,1.0
1878,Irritation (finding),2.0,2.0,1.0,,,,,,,,,1.0
1879,Major,1.0,2.0,,,,,,,,1.0,,1.0
1880,Reduction mammaplasty,1.0,2.0,1.0,,,,,,,,1.0,
1881,Gastric Bypass,1.0,1.0,,,,,,,,1.0,,
1882,Immune system,2.0,1.0,1.0,,,,,,,,,
1883,Immune System Finding,2.0,1.0,1.0,,,,,,,,,
1884,Post Device,2.0,2.0,,,1.0,1.0,,,,,,
1885,Vitamin intake,1.0,,,,,,,,,,,
1886,Tiredness Visual Analogue Scale,1.0,1.0,,,1.0,,,,,,,
1887,Firstly,1.0,3.0,1.0,,1.0,,,,,,1.0,
1888,Vocal cord structure,1.0,,,,,,,,,,,
1889,pentaerythritol tetranitrate,1.0,,,,,,,,,,,
1890,Toxic Epidermal Necrolysis,1.0,,,,,,,,,,,
1891,methadone,2.0,2.0,,,,,,,,,,2.0
1892,Daily,1.0,8.0,1.0,2.0,1.0,,,,,1.0,1.0,2.0
1893,Kadian,1.0,1.0,,,,,,,,,,1.0
1894,Methadone measurement,2.0,2.0,,,,,,,,,,2.0
1895,Twice a day,1.0,2.0,,1.0,,,,,,,,1.0
1896,"herpesvirus 3, human",1.0,1.0,,,1.0,,,,,,,
1897,Herpes zoster disease,1.0,1.0,,,1.0,,,,,,,
1898,Sleep disturbances,1.0,2.0,1.0,,1.0,,,,,,,
1899,Trouble Sleeping (question),1.0,2.0,1.0,,1.0,,,,,,,
1900,Lower Ribs Pain,1.0,1.0,,,1.0,,,,,,,
1901,Pen VK,1.0,,,,,,,,,,,
1902,Ability,1.0,2.0,,,1.0,,,,,1.0,,
1903,Able (finding),1.0,2.0,,,1.0,,,,,1.0,,
1904,Drug Overdose,1.0,,,,,,,,,,,
1905,Event Qualification - Overdose,1.0,,,,,,,,,,,
1906,Overdose,1.0,,,,,,,,,,,
1907,"Nasal Congestion, CTCAE",1.0,1.0,,,,,,1.0,,,,
1908,CDISC SDTM Adverse Event Outcome Terminology,1.0,4.0,1.0,,2.0,,,,,1.0,,
1909,FDA label shape,1.0,,,,,,,,,,,
1910,Out (direction),1.0,4.0,1.0,,2.0,,,,,1.0,,
1911,Remetinostat,1.0,,,,,,,,,,,
1912,Removed,1.0,4.0,1.0,,2.0,,,,,1.0,,
1913,Result,1.0,4.0,1.0,,2.0,,,,,1.0,,
1914,Shapes,1.0,,,,,,,,,,,
1915,With shape,1.0,,,,,,,,,,,
1916,shape - solid dosage form,1.0,,,,,,,,,,,
1917,subharmonic aided pressure estimation,1.0,,,,,,,,,,,
1918,Fear of blood,1.0,,,,,,,,,,,
1919,Right eye,1.0,,,,,,,,,,,
1920,Cardiac pain,2.0,2.0,,,1.0,,,,,,,1.0
1921,Upper,1.0,3.0,1.0,,1.0,,,,,,,1.0
1922,Hirsutism,1.0,,,,,,,,,,,
1923,"Hirsutism, CTCAE",1.0,,,,,,,,,,,
1924,Pain of cervix,1.0,1.0,,,,,,,,,1.0,
1925,Psychiatrist,1.0,3.0,,,1.0,,,,,,2.0,
1926,Medical problem:Finding:Point in time:^Patient:Nominal,1.0,,,,,,,,,,,
1927,Patient Problem,1.0,,,,,,,,,,,
1928,Dreams,1.0,2.0,,,1.0,,,,,,1.0,
1929,Entire palatine tonsil,1.0,3.0,1.0,,,,1.0,1.0,,,,
1930,septic,1.0,1.0,,,1.0,,,,,,,
1931,"Thinking, function",1.0,1.0,,,,,,1.0,,,,
1932,1/3 meter (distance vision finding),1.0,,,,,,,,,,,
1933,Near,1.0,,,,,,,,,,,
1934,Stenosis,1.0,1.0,,,,,,,,1.0,,
1935,Stenosis Morphology,1.0,1.0,,,,,,,,1.0,,
1936,Compulsive eating disorder,1.0,,,,,,,,,,,
1937,Facial paralysis,1.0,1.0,,,,,,,,,1.0,
1938,Toes,1.0,1.0,,,,,,1.0,,,,
1939,Name,1.0,,,,,,,,,,,
1940,Bandage,1.0,,,,,,,,,,,
1941,Bandage Dosage Form,1.0,,,,,,,,,,,
1942,Cure (remedy),1.0,1.0,,,,,1.0,,,,,
1943,MDF Attribute Type - Name,1.0,,,,,,,,,,,
1944,Name (property) (qualifier value),1.0,,,,,,,,,,,
1945,Name:Patient number:Point in time:^Patient:Nominal,1.0,,,,,,,,,,,
1946,Person Name,1.0,,,,,,,,,,,
1947,Hoarding Disorder,1.0,4.0,1.0,,1.0,,,1.0,,1.0,,
1948,Compulsive hoarding,1.0,4.0,1.0,,1.0,,,1.0,,1.0,,
1949,Swelling of lower limb,1.0,,,,,,,,,,,
1950,Entire eyelid,1.0,1.0,,,,,,,,1.0,,
1951,Eyelid structure,1.0,3.0,,,1.0,,,,,1.0,1.0,
1952,Mumps,1.0,,,,,,,,,,,
1953,Mumps Vaccine,1.0,,,,,,,,,,,
1954,Meat,1.0,,,,,,,,,,,
1955,Meat Flavor,1.0,,,,,,,,,,,
1956,Heel pain,2.0,2.0,1.0,,,,,,,,1.0,
1957,Neuralgia,1.0,,,,,,,,,,,
1958,Dentist,1.0,4.0,,,1.0,,,,,,1.0,2.0
1959,Body Parts - Canal,1.0,,,,,,,,,,,
1960,"Neuralgia, CTCAE",1.0,,,,,,,,,,,
1961,Vaginitis,1.0,,,,,,,,,,,
1962,Bradycardia,1.0,1.0,1.0,,,,,,,,,
1963,"Palpitations, CTCAE",1.0,1.0,1.0,,,,,,,,,
1964,Entire thigh,1.0,1.0,,,1.0,,,,,,,
1965,Thigh structure,1.0,1.0,,,1.0,,,,,,,
1966,chlorine,1.0,,,,,,,,,,,
1967,Endocrine System Diseases,1.0,,,,,,,,,,,
1968,Hormone abnormality,1.0,,,,,,,,,,,
1969,Orthodontic braces,1.0,4.0,,,,,,,,1.0,1.0,2.0
1970,Fixed orthodontic appliance,1.0,4.0,,,,,,,,1.0,1.0,2.0
1971,Braces - garment,1.0,4.0,,,,,,,,1.0,1.0,2.0
1972,Braces-Orthopedic appliances,1.0,4.0,,,,,,,,1.0,1.0,2.0
1973,Race,1.0,,,,,,,,,,,
1974,CDISC SDTM Race Terminology,1.0,,,,,,,,,,,
1975,GDC Race Terminology,1.0,,,,,,,,,,,
1976,Race:Type:Point in time:^Patient:Nominal,1.0,,,,,,,,,,,
1977,Racial group,1.0,1.0,,,1.0,,,,,,,
1978,"Syncope, Tussive",1.0,,,,,,,,,,,
1979,Body Temperature,1.0,1.0,,,,,,,,1.0,,
1980,Amoxil,1.0,,,,,,,,,,,
1981,Encounter for ear piercing,1.0,1.0,,,,,,,,,1.0,
1982,Piercing of external ear,1.0,1.0,,,,,,,,,1.0,
1983,Cocktail,1.0,1.0,,,,,,,,,,1.0
